stock_code,stock_name,stock_name_en,market,source_sector,source_industry,source_business_model,primary_peer_ticker,primary_peer_name,primary_peer_sector,primary_peer_industry,primary_peer_business_model,primary_peer_scale_bucket,similarity_score,confidence_score,confidence_level,financial_similarity_score,domain_match_level,financial_context,same_company_noise,matched_factors,headline,model_version,source
000470,그린손해보험,그린손해보험,KOSPI,Financials,Insurance,Insurance underwriting and financial services,SIGI,Selective Insurance Group,Financials,Insurance,Insurance underwriting and financial services,MID_CAP,0.6437,0.6437,MEDIUM,,industry_and_business_model,not_available,False,"Sector: both are mapped to Financials. | Industry: both are mapped to Insurance. | Business model: both are mapped to Insurance underwriting and financial services. | Scale: source=UNKNOWN, peer=MID_CAP. | Model similarity: blended peer score 0.6437.",그린손해보험 Is South Korea's 'Selective Insurance Group' — A Insurance Peer,global-peer-hybrid-ranker-20260630040616,HANNAH_GLOBAL_PEER_HYBRID_RANKER
000480,시알홀딩스,시알홀딩스,KOSPI,Materials,Metals and Materials,"Metals, materials, and industrial inputs",OI,O-I Glass,Materials,Metals and Materials,"Metals, materials, and industrial inputs",SMALL_CAP,0.7535,0.7535,HIGH,0.9998,industry_and_business_model,us_market_relative_proxy,False,"Sector: both are mapped to Materials. | Industry: both are mapped to Metals and Materials. | Business model: both are mapped to Metals, materials, and industrial inputs. | Scale: source=MICRO_CAP, peer=SMALL_CAP. | Financial comparability: strong financial-vector similarity, but scale differs (MICRO_CAP vs SMALL_CAP); use as a US-market proxy rather than a strict size match. | US peer-universe position: SMALL_CAP peer, around the top 46.4% among eligible US peers; size is interpreted as relative US-market positioning rather than a strict Korean-size match. | Model similarity: blended peer score 0.7535.",시알홀딩스 Is South Korea's 'O-I Glass' — A Materials Peer,global-peer-hybrid-ranker-20260630040616,HANNAH_GLOBAL_PEER_HYBRID_RANKER
000490,대동,대동,KOSPI,Industrials,Construction and Engineering,"Construction, engineering, and infrastructure projects",MEC,Mayville Engineering,Industrials,Construction and Engineering,"Construction, engineering, and infrastructure projects",SMALL_CAP,0.6616,0.6616,MEDIUM,0.8061,industry_and_business_model,partial_direct_similarity,False,"Sector: both are mapped to Industrials. | Industry: both are mapped to Construction and Engineering. | Business model: both are mapped to Construction, engineering, and infrastructure projects. | Scale: source=MICRO_CAP, peer=SMALL_CAP. | Financial comparability: partial direct similarity; the peer is used as a business-domain proxy with financial score 0.8061. | US peer-universe position: SMALL_CAP peer, around the top 56.1% among eligible US peers; size is interpreted as relative US-market positioning rather than a strict Korean-size match. | Model similarity: blended peer score 0.6616.",대동 Is South Korea's 'Mayville Engineering' — A Construction Peer,global-peer-hybrid-ranker-20260630040616,HANNAH_GLOBAL_PEER_HYBRID_RANKER
0004V0,엔비알모션,엔비알모션,KOSPI,Consumer Discretionary,Automobiles,Automobile manufacturing and mobility supply chain,F,Ford Motor,Consumer Discretionary,Automobiles,Automobile manufacturing and mobility supply chain,LARGE_CAP,0.6375,0.6375,MEDIUM,0.9996,industry_and_business_model,us_market_relative_proxy,False,"Sector: both are mapped to Consumer Discretionary. | Industry: both are mapped to Automobiles. | Business model: both are mapped to Automobile manufacturing and mobility supply chain. | Scale: source=MICRO_CAP, peer=LARGE_CAP. | Financial comparability: strong financial-vector similarity, but scale differs (MICRO_CAP vs LARGE_CAP); use as a US-market proxy rather than a strict size match. | US peer-universe position: LARGE_CAP peer, around the top 5.8% among eligible US peers; size is interpreted as relative US-market positioning rather than a strict Korean-size match. | Model similarity: blended peer score 0.6375.",엔비알모션 Is South Korea's 'Ford Motor' — A Automotive Peer,global-peer-hybrid-ranker-20260630040616,HANNAH_GLOBAL_PEER_HYBRID_RANKER
0004Y0,디비금융제14호스팩,디비금융제14호스팩,KOSPI,Financials,Financial Services,Investment holding and portfolio management,BETR,Better Home & Finance Holding Class A,Financials,Financial Services,Investment holding and portfolio management,SMALL_CAP,0.3649,0.3649,LOW,0.9248,industry_and_business_model,us_market_relative_proxy,False,"Sector: both are mapped to Financials. | Industry: both are mapped to Financial Services. | Business model: both are mapped to Investment holding and portfolio management. | Scale: source=MICRO_CAP, peer=SMALL_CAP. | Financial comparability: strong financial-vector similarity, but scale differs (MICRO_CAP vs SMALL_CAP); use as a US-market proxy rather than a strict size match. | US peer-universe position: SMALL_CAP peer, around the top 61.9% among eligible US peers; size is interpreted as relative US-market positioning rather than a strict Korean-size match. | Model similarity: blended peer score 0.3649.",디비금융제14호스팩 Is South Korea's 'Better Home & Finance Holding Class A' — A Financials Peer,global-peer-hybrid-ranker-20260630040616,HANNAH_GLOBAL_PEER_HYBRID_RANKER
000500,가온전선,가온전선,KOSPI,Industrials,Electrical Equipment,Electrical equipment and components manufacturing,LECO,"Lincoln Electric Holdings, . Common Shares",Industrials,Electrical Equipment,Electrical equipment and components manufacturing,LARGE_CAP,0.7697,0.7697,HIGH,0.9995,industry_and_business_model,us_market_relative_proxy,False,"Sector: both are mapped to Industrials. | Industry: both are mapped to Electrical Equipment. | Business model: both are mapped to Electrical equipment and components manufacturing. | Scale: source=MID_CAP, peer=LARGE_CAP. | Financial comparability: strong financial-vector similarity, but scale differs (MID_CAP vs LARGE_CAP); use as a US-market proxy rather than a strict size match. | US peer-universe position: LARGE_CAP peer, around the top 14.5% among eligible US peers; size is interpreted as relative US-market positioning rather than a strict Korean-size match. | Model similarity: blended peer score 0.7697.","가온전선 Is South Korea's 'Lincoln Electric Holdings, . Common Shares' — A Electrical Equipment Peer",global-peer-hybrid-ranker-20260630040616,HANNAH_GLOBAL_PEER_HYBRID_RANKER
000520,삼일제약,삼일제약,KOSPI,Health Care,Biotechnology,Investment holding and portfolio management,OFIX,Orthofix Medical,Health Care,Biotechnology,Operating company,SMALL_CAP,0.618,0.618,MEDIUM,1.0,industry,us_market_relative_proxy,False,"Sector: both are mapped to Health Care. | Industry: both are mapped to Biotechnology. | Business model: source=Investment holding and portfolio management, peer=Operating company. | Scale: source=MICRO_CAP, peer=SMALL_CAP. | Financial comparability: strong financial-vector similarity, but scale differs (MICRO_CAP vs SMALL_CAP); use as a US-market proxy rather than a strict size match. | US peer-universe position: SMALL_CAP peer, around the top 65.5% among eligible US peers; size is interpreted as relative US-market positioning rather than a strict Korean-size match. | Model similarity: blended peer score 0.6180.",삼일제약 Is South Korea's 'Orthofix Medical' — A Biotech Peer,global-peer-hybrid-ranker-20260630040616,HANNAH_GLOBAL_PEER_HYBRID_RANKER
000540,흥국화재,흥국화재,KOSPI,Financials,Insurance,Insurance underwriting and financial services,GSHD,"Goosehead Insurance, . Class A",Financials,Insurance,Insurance underwriting and financial services,SMALL_CAP,0.7887,0.7887,HIGH,0.9988,industry_and_business_model,us_market_relative_proxy,False,"Sector: both are mapped to Financials. | Industry: both are mapped to Insurance. | Business model: both are mapped to Insurance underwriting and financial services. | Scale: source=MICRO_CAP, peer=SMALL_CAP. | Financial comparability: strong financial-vector similarity, but scale differs (MICRO_CAP vs SMALL_CAP); use as a US-market proxy rather than a strict size match. | US peer-universe position: SMALL_CAP peer, around the top 44.0% among eligible US peers; size is interpreted as relative US-market positioning rather than a strict Korean-size match. | Model similarity: blended peer score 0.7887.","흥국화재 Is South Korea's 'Goosehead Insurance, . Class A' — A Insurance Peer",global-peer-hybrid-ranker-20260630040616,HANNAH_GLOBAL_PEER_HYBRID_RANKER
000590,CS홀딩스,CS홀딩스,KOSPI,Materials,Metals and Materials,"Metals, materials, and industrial inputs",KRT,Karat Packaging,Materials,Metals and Materials,"Metals, materials, and industrial inputs",SMALL_CAP,0.678,0.678,MEDIUM,0.9997,industry_and_business_model,us_market_relative_proxy,False,"Sector: both are mapped to Materials. | Industry: both are mapped to Metals and Materials. | Business model: both are mapped to Metals, materials, and industrial inputs. | Scale: source=MICRO_CAP, peer=SMALL_CAP. | Financial comparability: strong financial-vector similarity, but scale differs (MICRO_CAP vs SMALL_CAP); use as a US-market proxy rather than a strict size match. | US peer-universe position: SMALL_CAP peer, around the top 58.1% among eligible US peers; size is interpreted as relative US-market positioning rather than a strict Korean-size match. | Model similarity: blended peer score 0.6780.",CS홀딩스 Is South Korea's 'Karat Packaging' — A Materials Peer,global-peer-hybrid-ranker-20260630040616,HANNAH_GLOBAL_PEER_HYBRID_RANKER
000610,제일화재해상보험,제일화재해상보험,KOSPI,Financials,Insurance,Insurance underwriting and financial services,SIGI,Selective Insurance Group,Financials,Insurance,Insurance underwriting and financial services,MID_CAP,0.6437,0.6437,MEDIUM,,industry_and_business_model,not_available,False,"Sector: both are mapped to Financials. | Industry: both are mapped to Insurance. | Business model: both are mapped to Insurance underwriting and financial services. | Scale: source=UNKNOWN, peer=MID_CAP. | Model similarity: blended peer score 0.6437.",제일화재해상보험 Is South Korea's 'Selective Insurance Group' — A Insurance Peer,global-peer-hybrid-ranker-20260630040616,HANNAH_GLOBAL_PEER_HYBRID_RANKER
000640,동아쏘시오홀딩스,동아쏘시오홀딩스,KOSPI,Health Care,Biotechnology,Investment holding and portfolio management,SEM,Select Medical Holdings,Health Care,Biotechnology,Investment holding and portfolio management,MID_CAP,0.7547,0.7547,HIGH,1.0,industry_and_business_model,us_market_relative_proxy,False,"Sector: both are mapped to Health Care. | Industry: both are mapped to Biotechnology. | Business model: both are mapped to Investment holding and portfolio management. | Scale: source=SMALL_CAP, peer=MID_CAP. | Financial comparability: strong financial-vector similarity, but scale differs (SMALL_CAP vs MID_CAP); use as a US-market proxy rather than a strict size match. | US peer-universe position: MID_CAP peer, around the top 41.0% among eligible US peers; size is interpreted as relative US-market positioning rather than a strict Korean-size match. | Model similarity: blended peer score 0.7547.",동아쏘시오홀딩스 Is South Korea's 'Select Medical Holdings' — A Biotech Peer,global-peer-hybrid-ranker-20260630040616,HANNAH_GLOBAL_PEER_HYBRID_RANKER
000650,천일고속,천일고속,KOSPI,Industrials,Logistics and Transportation,"Logistics, shipping, and transportation services",HTLD,Heartland Express,Industrials,Logistics and Transportation,"Logistics, shipping, and transportation services",SMALL_CAP,0.8431,0.8431,HIGH,0.9997,industry_and_business_model,us_market_relative_proxy,False,"Sector: both are mapped to Industrials. | Industry: both are mapped to Logistics and Transportation. | Business model: both are mapped to Logistics, shipping, and transportation services. | Scale: source=MICRO_CAP, peer=SMALL_CAP. | Financial comparability: strong financial-vector similarity, but scale differs (MICRO_CAP vs SMALL_CAP); use as a US-market proxy rather than a strict size match. | US peer-universe position: SMALL_CAP peer, around the top 49.5% among eligible US peers; size is interpreted as relative US-market positioning rather than a strict Korean-size match. | Model similarity: blended peer score 0.8431.",천일고속 Is South Korea's 'Heartland Express' — A Logistics Peer,global-peer-hybrid-ranker-20260630040616,HANNAH_GLOBAL_PEER_HYBRID_RANKER
000660,SK하이닉스,SK하이닉스,KOSPI,Information Technology,Semiconductors,Memory semiconductor manufacturing,MU,Micron Technology,Information Technology,Semiconductors,Memory semiconductor manufacturing,MEGA_CAP,0.8861,0.8861,HIGH,0.9998,industry_and_business_model,direct_financial_similarity,False,"Sector: both are mapped to Information Technology. | Industry: both are mapped to Semiconductors. | Business model: both are mapped to Memory semiconductor manufacturing. | Scale: both are mapped to MEGA_CAP. | Financial comparability: direct market cap, revenue, and profitability similarity score 0.9998. | US peer-universe position: MEGA_CAP peer, around the top 0.2% by market cap among eligible US peers. | Model similarity: blended peer score 0.8861.",SK하이닉스 Is South Korea's 'Micron Technology' — A Semiconductors Peer,global-peer-hybrid-ranker-20260630040616,HANNAH_GLOBAL_PEER_HYBRID_RANKER
